基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立以来,手续费
100018,富国天利增长债券,2020-12-31,1.3007,2.6437,0.15,0.39,0.03,0.68,2.07,4.10,11.48,19.79,4.10,291.8965,0.12%
000149,华安双债添利债券A,2020-12-31,1.2979,1.6179,0.13,0.39,0.65,1.40,2.55,4.91,9.81,16.72,4.91,67.8991,0.08%
001235,中银国有企业债A,2020-12-31,1.0420,1.2260,0.10,0.39,0.77,1.36,2.96,5.29,11.57,19.10,5.29,24.8139,0.08%
164210,天弘同利债券(LOF)C,2020-12-31,1.1208,1.6748,0.02,0.39,1.03,1.09,0.66,5.42,9.73,16.74,5.42,83.2780,0.00%
005223,广发中证基建工程指数A,2020-12-31,0.7175,0.7175,0.96,0.39,-6.64,-2.99,4.38,-6.07,-4.09,,-6.07,-28.25,0.10%
005358,东方阿尔法精选混合A,2020-12-31,1.5114,1.5114,2,0.39,-1.74,-3.05,1.52,38.38,84.07,,38.38,51.14,0.15%
006861,招商和悦稳健养老(FOF)A,2020-12-29,1.1890,1.1890,-0.28,0.39,1.15,2.08,5.01,12.46,,,11.99,18.90,0.12%
007187,华夏中债3-5年政金债指数C,2020-12-31,1.0141,1.0380,0,0.39,1.04,1.63,0.66,2.41,,,2.41,3.8002,0.00%
007486,博时中债3-5年国开行C,2020-12-31,1.0168,1.0409,0.02,0.39,1.05,1.83,0.32,2.17,,,2.17,4.0947,0.00%
007366,易方达中债3-5年政金融债指数A,2020-12-31,1.0127,1.0367,0.02,0.39,1.11,1.88,1.20,3.29,,,3.29,3.6784,0.04%
007367,易方达中债3-5年政金融债指数C,2020-12-31,1.0116,1.0356,0.02,0.39,1.11,1.85,1.16,3.18,,,3.18,3.5667,0.00%
009784,安信尊享添利利率债A,2020-12-31,1.0147,1.0147,0,0.39,0.79,1.29,,,,,,1.47,0.04%
009916,格林泓利增强债券A,2020-12-31,1.0145,1.0145,0.15,0.39,0.97,1.24,,,,,,1.45,0.08%
000150,华安双债添利债券C,2020-12-31,1.2673,1.5873,0.13,0.38,0.62,1.30,2.37,4.55,9.06,15.42,4.55,64.2929,0.00%
002274,中邮纯债聚利债券A,2020-12-31,1.1232,1.2358,0.02,0.38,1.03,1.56,1.10,3.84,7.59,15.96,3.84,24.1602,0.08%
002275,中邮纯债聚利债券C,2020-12-31,1.1112,1.1697,0.02,0.38,1.01,1.49,0.97,3.53,6.97,15.08,3.53,17.2503,0.00%
002277,中邮纯债恒利债券C,2020-12-31,1.0580,1.1680,0.09,0.38,1.05,0.28,0.95,3.21,7.71,14.80,3.21,17.3275,0.00%
002276,中邮纯债恒利债券A,2020-12-31,1.0630,1.1740,0,0.38,0.95,0.38,1.14,3.40,8.18,15.40,3.40,18.0559,0.08%
253020,国联安增利债券A,2020-12-31,1.3240,1.5690,0.15,0.38,0.46,0.91,0.76,1.22,4.33,8.88,1.22,66.0564,0.08%
000606,天弘优选债券,2020-12-31,1.0265,1.1405,0.01,0.38,0.99,1.66,0.79,2.83,6.13,13.83,2.83,14.4190,0.06%
501053,东方红目标优选定开混合,2020-12-31,1.0097,1.2777,0.14,0.38,0.29,2.77,7.93,9.93,27.09,29.97,9.93,30.0515,1.00%
005345,长安泓润纯债债券A,2020-12-31,1.1222,1.1222,0.06,0.38,1.01,1.23,0.96,2.95,8.35,,2.95,12.22,0.08%
005346,长安泓润纯债债券C,2020-12-31,1.1165,1.1165,0.07,0.38,1,1.18,0.86,2.74,7.92,,2.74,11.65,0.00%
005359,东方阿尔法精选混合C,2020-12-31,1.4897,1.4897,2,0.38,-1.77,-3.17,1.26,37.69,82.23,,37.69,48.97,0.00%
005224,广发中证基建工程指数C,2020-12-31,0.7151,0.7151,0.96,0.38,-6.66,-3.04,4.26,-6.28,-4.28,,-6.28,-28.49,0.00%
005690,中银安享债券,2020-12-31,1.0172,1.0719,0,0.38,0.96,1.48,1.06,2.96,6.80,,2.96,7.3263,0.08%
007507,大成中债3-5年国开债A,2020-12-31,1.01,1.0530,0,0.38,1.01,1.72,0.76,3.45,,,3.45,5.3571,0.05%
007186,华夏中债3-5年政金债指数A,2020-12-31,1.0149,1.0390,0,0.38,1.04,1.65,0.70,2.49,,,2.49,3.9022,0.06%
007508,大成中债3-5年国开债C,2020-12-31,1.0102,1.0512,0,0.38,1.01,1.70,0.72,3.34,,,3.34,5.1728,0.00%
007171,易方达中债3-5年国开行债A,2020-12-31,1.0109,1.0559,0.02,0.38,1.08,1.84,1.02,3.44,,,3.44,5.6622,0.04%
007485,博时中债3-5年国开行A,2020-12-31,1.0181,1.0430,0.02,0.38,1.06,1.87,0.41,2.32,,,2.32,4.3091,0.05%
009785,安信尊享添利利率债C,2020-12-31,1.0138,1.0138,-0.01,0.38,0.78,1.22,,,,,,1.38,0.00%
009917,格林泓利增强债券C,2020-12-31,1.0128,1.0128,0.15,0.38,0.93,1.13,,,,,,1.28,0.00%
070005,嘉实债券,2020-12-31,1.3560,2.3760,0.15,0.37,0.44,0.52,1.27,3.16,8.55,16.22,3.16,200.9104,0.08%
000931,国寿安保尊益信用纯债债券,2020-12-31,1.07,1.28,0.01,0.37,1.05,1.25,2.65,5.49,10.79,16.43,5.49,30.6906,0.06%
001918,圆信永丰兴利A,2020-12-31,1.0980,1.1310,0,0.37,0.83,1.20,-0.54,-0.99,3.78,10.89,-0.99,13.4559,0.08%
002322,银华汇利灵活配置混合C,2020-12-31,1.6250,1.6250,0.12,0.37,0.99,1.63,4.84,7.69,15.82,22.36,7.69,28.7639,0.00%
501105,建信金融债8-10年(LOF),2020-12-31,1.1934,1.1934,0.02,0.37,0.66,1.77,-0.34,2.61,5.41,18.44,2.61,19.3281,0.04%
006294,万家稳健养老(FOF),2020-12-29,1.1719,1.1719,-0.11,0.37,0.96,2.56,7.37,10.23,17.07,,9.77,17.19,0.08%
006862,招商和悦稳健养老(FOF)C,2020-12-29,1.1790,1.1790,-0.28,0.37,1.11,1.95,4.74,11.89,,,11.43,17.90,0.00%
007172,易方达中债3-5年国开行债C,2020-12-31,1.0105,1.0545,0.02,0.37,1.06,1.81,0.97,3.36,,,3.36,5.5201,0.00%
007094,建信中债国开行债A,2020-12-31,1.0268,1.0768,0.02,0.37,1.09,1.74,0.97,4.05,,,4.05,7.7724,0.05%
007095,建信中债国开行债C,2020-12-31,1.0262,1.0752,0.03,0.37,1.09,1.72,0.92,3.93,,,3.93,7.6070,0.00%
007762,富国天盈债券(LOF)A,2020-12-31,1.1175,1.1175,0.21,0.37,-0.03,0.72,2.34,5.04,,,5.04,7.4933,0.08%
161015,富国天盈债券(LOF)C,2020-12-31,1.1123,1.7971,0.21,0.36,-0.06,0.62,2.15,4.67,13.04,19.60,4.67,88.9233,0.00%
000104,华宸未来稳健添利债券A,2020-12-31,1.1316,1.3416,0.01,0.36,0.64,0.12,0.55,1.62,6.95,4.58,1.62,38.0440,0.08%
206018,鹏华产业债债券,2020-12-31,1.1240,1.5590,0.18,0.36,0.36,0.68,1.60,4.34,14.56,23.45,4.34,65.3977,0.08%
164606,华泰柏瑞信用增利债,2020-12-31,1.1721,1.3656,0.19,0.36,0.62,1.44,0.34,1.45,4.93,11.73,1.45,40.1664,0.08%
005906,招商丰茂灵活混合发起式A,2020-12-31,1.1599,1.1599,0.15,0.36,0.63,1.61,3.42,5.64,16.34,,5.64,15.99,0.15%
007078,工银3-5年国开债指数A,2020-12-31,1.0204,1.0659,0,0.36,0.96,1.85,0.98,3.07,,,3.07,6.7146,0.04%
007407,农银养老2035混合(FOF),2020-12-29,1.2792,1.2792,-0.35,0.36,2.30,3.44,11.36,24.44,,,23.61,27.92,0.08%
008030,农银汇理金益债券,2020-12-31,1.0197,1.0512,0.02,0.36,1.06,1.63,1.09,4.34,,,4.34,5.1518,0.08%
008243,英大通盈纯债债券C,2020-12-31,1.0152,1.0152,0,0.36,1.02,1.74,0.81,1.49,,,1.49,1.52,0.00%
008242,英大通盈纯债债券A,2020-12-31,1.0183,1.0183,0.01,0.36,1.05,1.83,0.97,1.80,,,1.80,1.83,0.08%
009458,红土创新纯债C,2020-12-31,1.0148,1.0148,0.06,0.36,0.88,1.30,,,,,,1.48,0.00%
240012,华宝增强收益债券A,2020-12-31,1.2708,1.6508,0.23,0.35,-0.16,-0.09,0.87,3.72,12.42,15.43,3.72,70.9961,0.08%
253030,国联安信心增益债券,2020-12-31,1.1585,1.2665,0.14,0.35,0.81,1.35,1.35,2.71,5.44,11.27,2.71,28.6658,0.08%
270029,广发聚财信用债券A,2020-12-31,1.1340,1.6350,0.27,0.35,0.95,0.87,0.18,1.65,6.43,13.55,1.65,70.5310,0.08%
519981,长信标普100等权重指数,2020-12-30,1.4260,1.9430,0.14,0.35,2.30,11.32,15.47,9.19,33.02,27.32,8.94,129.7288,0.14%
000911,鑫元合丰纯债A,2020-12-31,1.0291,1.3474,0,0.35,1,1.59,0.50,2.15,5.91,12.40,2.15,35.4045,0.04%
003328,万家鑫璟纯债C,2020-12-31,1.1706,1.2285,0.02,0.35,1.11,1.22,0.51,4.74,11.71,19.67,4.74,23.9413,0.00%
003327,万家鑫璟纯债A,2020-12-31,1.1770,1.2390,0.01,0.35,1.13,1.26,0.60,4.95,12.16,20.43,4.95,25.1210,0.04%
003188,博时聚源纯债债券A,2020-12-31,1.0514,1.2809,0.03,0.35,0.95,1.49,1.18,3.73,7.57,26.65,3.73,29.7688,0.08%
162108,金鹰元盛债券型发起式C,2020-12-31,1.1520,1.3290,0,0.35,0.52,0.52,1.14,6.67,9.05,18.03,6.67,36.5503,0.00%
004042,华夏鼎茂债券A,2020-12-31,1.1341,1.1904,-0.01,0.35,0.77,0.70,0.28,2.49,7.22,17.69,2.49,19.3899,0.08%
006258,华宸未来稳健添利债券C,2020-12-31,1.1397,1.1397,0.01,0.35,0.62,0.04,0.40,1.27,6.31,,1.27,13.97,0.00%
006451,华富恒定久期国开债A,2020-12-31,1.0374,1.0704,0.03,0.35,0.80,1.76,0.35,2.73,,,2.73,7.1397,0.05%
006452,华富恒定久期国开债C,2020-12-31,1.0352,1.0682,0.03,0.35,0.79,1.73,0.30,2.63,,,2.63,6.9156,0.00%
006549,国金惠盈纯债A,2020-12-31,1.0373,1.0743,-0.04,0.35,0.76,0.96,-0.38,2.94,,,2.94,7.4364,0.06%
005907,招商丰茂灵活混合发起式C,2020-12-31,1.1366,1.1366,0.14,0.35,0.57,1.41,3.01,4.80,14.50,,4.80,13.66,0.00%
007079,工银3-5年国开债指数C,2020-12-31,1.0192,1.0641,0,0.35,0.94,1.81,0.92,2.96,,,2.96,6.5269,0.00%
007052,招商中债3-5年国开行C,2020-12-31,1.0168,1.0474,0,0.35,0.89,1.59,0.80,3.03,,,3.03,4.7801,0.00%
007372,国联安增瑞政策性金融债纯债C,2020-12-31,1.1235,1.1845,0.04,0.35,1.03,1.48,0.72,2.77,,,2.77,18.6373,0.00%
007371,国联安增瑞政策性金融债纯债A,2020-12-31,1.0323,1.0593,0.04,0.35,1.04,1.50,0.76,2.85,,,2.85,5.9811,0.06%
007963,博时中债3-5政金融债指数C,2020-12-31,1.0073,1.0250,-0.02,0.35,0.94,1.76,0.65,2.37,,,2.37,2.5236,0.00%
007962,博时中债3-5政金融债指数A,2020-12-31,1.0078,1.0261,-0.02,0.35,0.96,1.78,0.69,2.48,,,2.48,2.6354,0.05%
007051,招商中债3-5年国开行A,2020-12-31,1.0177,1.0490,0,0.35,0.90,1.61,0.84,3.15,,,3.15,4.9440,0.05%
008617,国寿稳健养老一年混合(FOF),2020-12-30,1.0158,1.0158,0.39,0.35,0.89,1.80,1.55,,,,,1.58,0.08%
009290,富国添享一年持有期债券A,2020-12-31,1.0172,1.0172,0.18,0.35,0.19,0.85,1.69,,,,,1.72,0.03%
008631,国泰民泽平衡养老FOF,2020-12-29,1.0303,1.0303,-0.44,0.35,1.39,2.59,,,,,,3.03,0.12%
008804,招商添华纯债A,2020-12-31,1.0112,1.0112,0,0.35,0.98,1.18,,,,,,1.12,0.08%
009457,红土创新纯债A,2020-12-31,1.0150,1.0150,0.05,0.35,0.88,1.32,,,,,,1.50,0.03%
000109,富国稳健增强债券C,2020-12-31,1.1940,1.50,0.17,0.34,-0.33,0.67,2.23,4.14,14.08,17.94,4.14,59.4609,0.00%
395001,中海稳健收益债券,2020-12-31,1.1760,1.7660,0.17,0.34,0,0.60,3.80,4.63,12.21,17.25,4.63,100.0784,0.00%
001512,易方达中债3-5年期国债指数,2020-12-31,1.1950,1.1950,0,0.34,0.76,0.76,-0.17,1.70,4.92,11.79,1.70,19.50,0.08%
002245,泰康稳健增利债券A,2020-12-31,1.2265,1.2265,0.11,0.34,0.25,1.04,1.81,3.09,10,18.35,3.09,22.65,0.08%
004333,金鹰元盛债券型发起式E,2020-12-31,1.1890,1.39,0,0.34,0.51,0.59,1.36,7.21,10.18,19.95,7.21,30.1624,0.06%
004043,华夏鼎茂债券C,2020-12-31,1.1376,1.1879,-0.01,0.34,0.77,0.68,0.23,2.39,7.01,17.34,2.39,19.0049,0.00%
009281,长信中债1-3年政金债指数C,2020-12-31,1.0222,1.0222,0.04,0.34,1.56,2.02,1.99,,,,,2.22,0.00%
009280,长信中债1-3年政金债指数A,2020-12-31,1.0187,1.0187,0.05,0.34,1.15,1.64,1.63,,,,,1.87,0.05%
008805,招商添华纯债C,2020-12-31,1.0080,1.0080,0.01,0.34,0.93,1.03,,,,,,0.80,0.00%
000910,鑫元合丰纯债C,2020-12-31,1.0255,1.2432,0,0.34,0.99,1.56,0.44,2.03,5.68,12.05,2.03,24.9622,0.00%
009291,富国添享一年持有期债券C,2020-12-31,1.0154,1.0154,0.17,0.34,0.16,0.77,1.53,,,,,1.54,0.00%
010083,中银欣享利率债,2020-12-31,1.0087,1.0087,0,0.34,0.74,,,,,,,0.87,0.08%
006760,国金惠盈纯债C,2020-12-31,1.0361,1.0691,-0.03,0.34,0.74,0.92,-0.49,2.72,,,2.72,6.9151,0.00%
240013,华宝增强收益债券B,2020-12-31,1.2003,1.5803,0.23,0.33,-0.21,-0.21,0.65,3.31,11.53,14.05,3.31,63.1792,0.00%
519023,海富通稳健添利债券C,2020-12-31,1.2140,1.4780,0.17,0.33,0.41,-0.65,1.85,2.53,2.71,9.36,2.53,52.4848,0.00%
166016,中欧纯债债券(LOF)C,2020-12-31,1.2180,1.47,0,0.33,0.74,0.91,0.74,2.57,7.24,11.06,2.57,57.0937,0.00%
040009,华安稳定收益债券A,2020-12-31,1.1076,1.8744,0.15,0.33,1.16,3.13,5.05,8.45,17.45,24.20,8.45,121.8443,0.08%
233005,大摩强收益债券,2020-12-31,1.4889,2.0827,0.12,0.33,0.92,3.26,6.91,8.35,15.05,22.52,8.35,111.7613,0.08%
530008,建信稳定增利债券C,2020-12-31,1.8170,2.0920,0.11,0.33,0.50,0.66,1.40,2.77,6.19,14.41,2.77,129.8082,0.00%
000107,富国稳健增强债券A/B,2020-12-31,1.2160,1.5390,0.16,0.33,-0.33,0.75,2.44,4.60,14.96,19.38,4.60,64.7235,0.08%
540001,汇丰晋信2016周期混合,2020-12-31,1.0848,2.6256,0.07,0.33,0.34,1.58,3.01,4.32,10.24,18.03,4.32,222.0136,0.075%
164509,国富恒利债券(LOF)A,2020-12-31,0.9290,1.6432,0.01,0.33,0.86,1.34,0.97,3.63,10.94,15.39,3.63,73.5919,0.08%
164510,国富恒利债券(LOF)C,2020-12-31,1.0463,1.2766,0,0.33,0.83,1.24,0.78,3.26,10.91,14.91,3.26,30.0279,0.00%
001905,华安安益灵活配置混合,2020-12-31,1.1539,1.1539,0.52,0.33,1.86,3.67,5.82,8.46,19.41,12.80,8.46,15.39,0.12%
002246,泰康稳健增利债券C,2020-12-31,1.3487,1.3487,0.10,0.33,0.23,0.96,1.65,2.77,9.31,23.65,2.77,34.87,0.00%
002638,兴业天融债券,2020-12-31,1.0755,1.1969,0.05,0.33,1.04,1.66,1.07,2.96,7.55,15.78,2.96,20.5982,0.08%
003218,前海开源祥和债券A,2020-12-31,1.2449,1.2449,0.06,0.33,-0.18,-0.60,-0.92,1.30,19.33,19.84,1.30,24.49,0.08%
003521,万家1-3年政金债纯债C,2020-12-31,1.0102,1.1452,0.02,0.33,1,1.39,0.54,2.76,6.34,14.31,2.76,15.3424,0.00%
003520,万家1-3年政金债纯债A,2020-12-31,1.0102,1.1452,0.02,0.33,1.02,1.44,0.65,2.97,6.73,14.09,2.97,15.3412,0.08%
003708,博时民丰纯债A,2020-12-31,1.0471,1.1643,0.02,0.33,0.99,1.61,1.20,3.26,7.39,13.67,3.26,17.4708,0.08%
003407,景顺长城景泰丰利纯债A,2020-12-31,1.0686,1.2916,0.03,0.33,0.99,1.43,0.87,3.02,6.96,25.51,3.02,30.0322,0.08%
005582,华夏信用债ETF联接C,2020-12-31,1.1139,1.1139,0.04,0.33,1.17,1.15,0.57,2.02,5.22,,2.02,11.39,0.00%
005581,华夏信用债ETF联接A,2020-12-31,1.1213,1.1213,0.04,0.33,1.19,1.21,0.69,2.28,5.75,,2.28,12.13,0.05%
006169,工银瑞福纯债债券A,2020-12-31,1.0744,1.0744,-0.02,0.33,0.94,1.68,1.20,3.10,7.17,,3.10,7.44,0.04%
006581,建信优享稳健养老(FOF),2020-12-29,1.1479,1.1836,-0.11,0.33,1.36,3.08,6.34,12.35,,,11.92,18.5390,0.08%
006918,国联安安享稳健养老(FOF),2020-12-30,1.1385,1.1385,0.23,0.33,0.92,3.06,6.03,9.22,,,9.09,13.85,0.08%
007185,蜂巢添鑫纯债C,2020-12-31,1.0080,1.0545,0.03,0.33,0.90,1.36,0.64,1.98,,,1.98,5.5280,0.00%
007184,蜂巢添鑫纯债A,2020-12-31,1.0084,1.0549,0.03,0.33,0.91,1.37,0.66,2.01,,,2.01,5.5692,0.06%
007433,兴银合丰政策性金融债,2020-12-31,1.0149,1.0436,0.04,0.33,0.89,1.34,0.68,3.13,,,3.13,4.3331,0.06%
008125,创金合信中债1-3年国开债A,2020-12-31,1.0113,1.0363,0.05,0.33,0.88,1.33,1.30,3.03,,,3.03,3.6553,0.05%
008203,中银恒裕9个月持有期债券C,2020-12-31,1.0362,1.0362,0.13,0.33,0.30,0.55,1.11,3.51,,,3.51,3.62,0.00%
008126,创金合信中债1-3年国开债C,2020-12-31,1.0111,1.0361,0.05,0.33,0.87,1.31,1.27,3.02,,,3.02,3.6354,0.00%
008202,中银恒裕9个月持有期债券A,2020-12-31,1.0394,1.0394,0.13,0.33,0.33,0.63,1.27,3.82,,,3.82,3.94,0.03%
008639,中欧预见养老2025一年持有(FOF),2020-12-29,1.0482,1.0482,-0.08,0.33,0.89,2.92,4.77,,,,,4.82,0.08%
008879,国联安中债1-3年政金融债,2020-12-31,0.9970,0.9970,0.05,0.33,0.89,1.25,0.81,,,,,-0.30,0.04%
040010,华安稳定收益债券B,2020-12-31,1.1055,1.8162,0.15,0.32,1.13,3.03,4.84,8.03,16.51,22.72,8.03,110.8905,0.00%
000736,诺安聚利债券A,2020-12-31,1.2307,1.2947,0.03,0.32,0.94,1.42,-0.06,0.38,4.30,14.59,0.38,30.4658,0.08%
003219,前海开源祥和债券C,2020-12-31,1.2401,1.2401,0.06,0.32,-0.21,-0.70,-1.13,0.89,18.36,18.40,0.89,24.01,0.00%
003408,景顺长城景泰丰利纯债C,2020-12-31,1.0498,1.2728,0.04,0.32,0.96,1.33,0.68,2.63,6.15,24.06,2.63,28.0460,0.00%
003793,泰达宏利溢利债券A,2020-12-31,1.7046,2.5516,0.03,0.32,0.92,1.43,0.83,2.31,147.84,160.87,2.31,170.5733,0.08%
003315,景顺长城政策性金融债,2020-12-31,1.1125,1.1455,0.02,0.32,0.99,1.49,1,3.01,5.38,10.52,3.01,14.5627,0.06%
000563,南方通利债券A,2020-12-31,1.1140,1.4169,0.03,0.32,0.91,1.03,1.04,3.17,8.59,17.37,3.17,47.9532,0.08%
675111,西部利得汇享债券A,2020-12-31,1.0941,1.2605,0.07,0.32,0.26,0.58,2,4.65,14.73,24.36,4.65,27.0979,0.05%
000564,南方通利债券C,2020-12-31,1.1101,1.3996,0.04,0.32,0.88,0.94,0.85,2.73,7.70,15.91,2.73,45.6715,0.00%
004826,平安惠悦纯债,2020-12-31,1.0680,1.1710,-0.02,0.32,1.13,1.41,1.23,4.01,8.02,3.77,4.01,17.4235,0.08%
005301,前海开源弘泽债券发起式A,2020-12-31,1.7641,1.7641,0.12,0.32,-0.43,-2.18,-1.42,2.59,55.54,,2.59,76.3924,0.08%
003709,博时民丰纯债C,2020-12-31,1.0431,1.1477,0.02,0.32,0.96,1.52,1,2.86,6.54,12.32,2.86,15.6003,0.00%
006170,工银瑞福纯债债券C,2020-12-31,1.0651,1.0651,-0.03,0.32,0.90,1.56,0.99,2.67,6.31,,2.67,6.51,0.00%
007098,汇添富中债1-3年国开债C,2020-12-31,1.0162,1.0537,0.04,0.32,0.87,1.32,1.15,2.82,,,2.82,5.4445,0.00%
007097,汇添富中债1-3年国开债A,2020-12-31,1.0162,1.0552,0.03,0.32,0.87,1.30,1.14,2.87,,,2.87,5.5954,0.05%
006450,嘉实致盈债券,2020-12-31,1.0114,1.0733,0.04,0.32,0.85,1.31,0.91,2.79,6.66,,2.79,7.4798,0.08%
002592,中欧纯债债券(LOF)E,2020-12-31,1.2360,1.49,0,0.32,0.82,1.06,0.90,2.87,7.86,12.06,2.87,12.3292,0.06%
003794,泰达宏利溢利债券C,2020-12-31,1.0185,1.1563,0.03,0.32,0.88,1.34,0.66,1.98,7.62,12.79,1.98,16.6648,0.00%
008302,永赢易弘债券,2020-12-31,1.0071,1.0071,0.17,0.32,0.64,0.42,1.44,,,,,0.71,0.08%
009279,同泰恒兴纯债C,2020-12-31,1.0036,1.0036,0.07,0.32,1.04,1.63,0.52,,,,,0.36,0.00%
009534,南方升元中短期利率债A,2020-12-31,1.0183,1.0183,0.02,0.32,0.91,1.32,1.64,,,,,1.83,0.08%
009278,同泰恒兴纯债A,2020-12-31,1.0048,1.0048,0.06,0.32,1.05,1.68,0.62,,,,,0.48,0.08%
009829,长城优选增强六个月持有混合A,2020-12-31,1.0079,1.0079,0.10,0.32,0.73,,,,,,,0.79,0.08%
253021,国联安增利债券B,2020-12-31,1.2850,1.5130,0.16,0.31,0.39,0.71,0.47,0.78,3.46,7.53,0.78,58.6149,0.00%
000737,诺安聚利债券C,2020-12-31,1.2037,1.2617,0.02,0.31,0.91,1.32,-0.27,-0.02,3.41,13.24,-0.02,26.9563,0.00%
002705,德邦锐兴债券C,2020-12-31,1.0456,1.0956,0.03,0.31,0.36,0.70,0.92,1.37,4.31,11.06,1.37,9.6605,0.00%
002523,光大恒利纯债,2020-12-31,1.0134,1.1454,0.04,0.31,0.85,1.24,1.04,2.91,7.10,11.41,2.91,15.3310,0.08%
261002,景顺长城优信增利债券A,2020-12-31,1.2127,1.5057,0.03,0.31,0.86,1.30,0.66,2.50,5.98,7.97,2.50,51.2846,0.08%
003787,方正富邦惠利纯债A,2020-12-31,1.0346,1.1226,0,0.31,0.92,1.23,0.38,2.34,5.27,12.75,2.34,12.6593,0.08%
003923,长盛盛康纯债债券C,2020-12-31,1.0447,1.1046,0.11,0.31,1.13,1.98,0.32,1.83,4.23,5.04,1.83,10.3199,0.00%
003922,长盛盛康纯债债券A,2020-12-31,1.0531,1.1309,0.10,0.31,1.18,2.05,0.41,1.98,5.06,6.22,1.98,12.9161,0.08%
675113,西部利得汇享债券C,2020-12-31,1.0906,1.2515,0.07,0.31,0.24,0.55,1.95,4.54,14.30,23.71,4.54,26.1394,0.00%
004458,博时华盈纯债债券,2020-12-31,1.0517,1.1667,0.01,0.31,0.98,1.53,1.10,3.19,7.44,14.19,3.19,17.7351,0.08%
005995,国投瑞银顺泓债券,2020-12-31,1.0295,1.1108,0.04,0.31,0.89,1.33,0.82,3.23,7.47,,3.23,11.4404,0.08%
006848,博时中债5-10农发行A,2020-12-31,1.0065,1.0744,0.03,0.31,0.79,1.96,0.36,2.69,,,2.69,7.6118,0.05%
006849,博时中债5-10农发行C,2020-12-31,1.0060,1.0729,0.03,0.31,0.78,1.94,0.32,2.59,,,2.59,7.4540,0.00%
007118,华泰紫金丰泰纯债发起C,2020-12-31,1.0168,1.0308,-0.03,0.31,1.52,-3.18,-2.67,-0.85,,,-0.85,3.0418,0.00%
007888,农银汇理金盈债券,2020-12-31,1.0227,1.0627,0.03,0.31,1.02,1.56,1.41,4.62,,,4.62,6.3241,0.08%
007942,恒生前海恒扬纯债债券C,2020-12-31,1.0703,1.0703,0.01,0.31,0.97,1.41,-0.12,0.08,,,0.08,7.03,0.00%
007941,恒生前海恒扬纯债债券A,2020-12-31,1.0657,1.0657,0,0.31,1,1.52,0.08,0.49,,,0.49,6.57,0.08%
005302,前海开源弘泽债券发起式C,2020-12-31,1.7578,1.7578,0.13,0.31,-0.46,-2.28,-1.57,2.38,55.08,,2.38,75.7624,0.00%
009658,汇丰晋信中小盘低波动策略股票A,2020-12-31,0.9417,0.9417,0.62,0.31,-5.06,-4.51,,,,,,-5.83,0.15%
009830,长城优选增强六个月持有混合C,2020-12-31,1.0073,1.0073,0.10,0.31,0.70,,,,,,,0.73,0.00%
000402,工银纯债债券A,2020-12-31,1.1513,1.3672,0.02,0.30,0.95,1.35,0.78,2.58,7.54,16.10,2.58,38.6132,0.08%
450018,国富恒久信用债券A,2020-12-31,1.2670,1.4670,0.06,0.30,0.58,1.21,1.69,2.45,10.35,14.47,2.45,49.0378,0.08%
161603,融通债券A/B,2020-12-31,1,1.9520,0.10,0.30,0.30,-4.49,-4.21,-3.10,0.61,12.88,-3.10,133.3965,0.12%
002704,德邦锐兴债券A,2020-12-31,1.0538,1.1138,0.03,0.30,0.38,0.77,1.05,1.61,4.96,12.24,1.61,11.5264,0.06%
004108,信诚稳泰A,2020-12-31,1.0036,1.1367,0.03,0.30,0.86,1.41,0.52,2.06,12.98,10.14,2.06,14.2145,0.08%
004109,信诚稳泰C,2020-12-31,1.0038,1.1359,0.02,0.30,0.84,1.38,0.46,1.95,12.23,10.12,1.95,14.1153,0.00%
050006,博时稳定价值债券B,2020-12-31,1.6730,2.0340,0.30,0.30,1.15,1.33,3.78,6.15,10.50,18.15,6.15,130.4556,0.00%
003788,方正富邦惠利纯债C,2020-12-31,1.0495,1.3505,-0.01,0.30,0.88,1.18,0.28,2.18,4.93,14.23,2.18,38.1657,0.00%
004767,中银智享债券,2020-12-31,1.0488,1.1564,0,0.30,1.01,1.09,0.99,3.66,7.47,,3.66,15.9232,0.08%
165525,信诚中证基建工程指数LOF,2020-12-31,0.6710,0.6790,0.90,0.30,-6.93,-3.31,3.07,-8.83,-12.06,-38.89,-8.83,-32.3383,0.10%
006224,中银中债3-5年期农发行债券,2020-12-31,1.0295,1.0911,0.04,0.30,0.92,1.57,0.99,2.40,6.99,,2.40,9.1615,0.08%
006185,格林泓鑫纯债C,2020-12-31,1.0140,1.0840,0.03,0.30,0.90,1.23,0.53,2.96,7.91,,2.96,8.5121,0.00%
006184,格林泓鑫纯债A,2020-12-31,1.0163,1.0863,0.03,0.30,0.92,1.26,0.59,3.08,8.13,,3.08,8.7459,0.08%
450019,国富恒久信用债券C,2020-12-31,1.2489,1.4371,0.06,0.30,0.56,1.14,1.54,2.15,9.65,13.35,2.15,45.7567,0.00%
005886,华夏鼎沛债券A,2020-12-31,1.3887,1.4253,0.74,0.30,-1.78,1.76,4.89,14.16,43.48,,14.16,43.1526,0.08%
006494,南方3-5年农发债C,2020-12-31,1.0443,1.0803,0.03,0.30,0.92,2.30,1.75,3.69,7.84,,3.69,8.1508,0.00%
